0	16,38,40,107,122,138,155,167,237,253	
1	9,250,271,48,187,205	
2	8,41,82,131,74,93,125,174,212,280,284	
3	126,245,251,294,42,129,144,205,208	
4	110,276,42,79,120,176	
5	11,51,298,89,273	
6	11,27,47,254,293,163,187,201	
7	116,185,191,279,10,29,56,152,176,208,212,217	
8	2,25,28,70,104,176,198,220,17,21,158,225,232,285,292,296	
9	1,40,153,158,12,98,138,201,234	
10	7,30,33,54,150,156,44,137,153,195,225,227,244,291	
11	5,6,42,76,124,134,241,32,52,101	
12	9,245,81,205,241	
13	61,205,227,236,34,77,130,186	
14	105,108,139,84,123,204,205,231,240	
15	73,148,218,220,21,55,67,196,246,290	
16	0,84,90,212,217,272,57,59,129,150,196,208,222,268	
17	8,45,55,88,89,121,191,47,74,83,142	
18	23,113,158,198,244,251,45,57,222,225	
19	129,180,198,236,55,69	
20	171,254,266,228,265,298	
21	8,15,134,259,22,118,187,189,191,211	
22	21,32,35,123,212,75,139,168,184,258,260	
23	18,55,133,154,186,43,270,291	
24	34,36,254,287,293,130,145,244,285	
25	8,86,111,126,151,234,239	
26	39,184,203,242,277,211,225	
27	6,33,70,77,115,241,249	
28	8,92,126,159,168,294,164,248,252,277	
29	7,134,137,75,104,126,136,199,244	
30	10,87,239,273,275,285,81,88,114,169	
31	40,45,46,138,189,39,56,84,108,161,188,191,195,292	
32	22,11,293,71,123,189,244	
33	10,27,50,64,111,238	
34	24,13,123,184,111,140,237,286	
35	22,36,50,160,185,261,267,57,99,202,239,242,259	
36	24,35,180,82,154,201,212	
37	162,202,299	
38	0,75,248	
39	26,31,118,291,149,259	
40	0,9,31,204,225,299,60,115,210,223,279,286	
41	2,124,292,293,52,189,239	
42	11,3,4,113,186,273,50,177,271	
43	23,133,199,200,296,51,57,76,90,118,138,232,272	
44	10,55,102,170,226,290,98,101,252	
45	17,31,18,79,111,217,292,138,155	
46	31,117,199,212,220,118,126,165,209,268	
47	6,17,97,61,68,127	
48	1,238,65,105,111,149,183,256	
49	65,105,238,292,113,236	
50	33,35,42,111,133,291,192,202	
51	5,43,112,141,272,278,280,208	
52	11,41,149,208,235,263,274,91,121,133,151,184	
53	280,137,291	
54	10,106,135,140,256,272,77,125,190	
55	17,23,44,15,19,114,192,227,61,67,163,209,217	
56	7,31,118,205,256,158	
57	16,18,35,43,87,127,135,171,192,71,210,226,261	
58	118,187,196,261,133,183,229,231,237,276	
59	16,96,178,198,210,271,205,274	
60	40,80,83,177,65,88,94,228,236,270	
61	13,47,55,219,265,289,79,136,191	
62	177,183,280,70	
63	179,216,248,214	
64	33,112,116,151,295	
65	49,48,60,211,214,265,272	
66	204,280,289,115,160	
67	15,55,155,229,172,296	
68	47,70,175,197,71,111,174,191,203,257,273,292	
69	19,105,112,220,252,287	
70	8,68,27,62,86,109,255,297,75,80,296	
71	32,57,68,154,172,176,245,99,136,150,185	
72	109,135,146,219,221,130,140,142,159,255	
73	15,85,98,236,246,270,83,91,130	
74	2,17,166,179,188,198,211,256,87,125,295	
75	38,22,29,70,136,168,254,274	
76	11,43,195,292,99,121	
77	13,27,54,94,117,187	
78	99,201,210,255,258,259,124,173,261,264,278	
79	45,4,61,88,105,266,291,94,110,141,218,229	
80	60,70,151,187,192,210	
81	12,30,114,149,156,199,227,273,277,291,125,144,217,249	
82	2,36,200,94,96,240	
83	60,17,73,121,233,111,162	
84	16,14,31,226,114,140,160,166,221,256	
85	73,120,150,153,217,257,271,208,278,297	
86	25,70,92,108,182,198,216,234,96,159,208	
87	30,57,74,124,298,183,229,237	
88	17,79,30,60,133,143,189,299,135,251,253,254	
89	17,5,153,230,281,92,201	
90	16,43,140,141,252,93,144,173,195,248,281,288	
91	52,73,93,102	
92	28,86,89,101,106,257,292	
93	91,2,90,135,182,188,199,271	
94	60,77,79,82,157,214,270,274,108,121,127,186	
95	170,194,205,211,237,138,139,197,261,268	
96	59,82,86,136,148,191,204,225,256,111,179,223	
97	47,116,172,201,115	
98	73,9,44,120,212,296,101,119,141,146,198,211,266	
99	78,35,71,76,104,129,152,216,284,118,155,288,299	
100	103,133,208	
